5	95057	4
6	37411	5
6	90265	5
6	82534	5
6	184	5
9	92166	5
9	328	5
9	28392	5
9	91047	5
9	93370	4
9	53070	4
9	40263	2
9	95053	4
9	92863	4
9	82539	3
9	243	5
9	6949	5
9	667	5
9	5388	4
9	58077	4
9	937	4
9	756	4
9	5392	1
9	95057	5
9	90192	2
9	58040	4
14	525	5
15	98162	5
15	94923	4
15	95017	3
15	97590	4
15	95057	3
19	94923	5
19	95274	3
22	7849	4
22	92231	3
22	87664	5
22	94923	5
22	91047	5
22	82925	4
22	24182	5
22	90963	2
22	1003	3
22	53070	3
22	1930	3
22	184	5
22	219	3
22	984	3
22	14742	5
22	89421	1
22	51546	3
22	58077	3
22	46287	2
22	50728	5
22	87679	5
22	65371	5
22	621	5
22	95047	5
22	90396	5
22	82062	4
22	326	2
23	94923	2
24	95010	1
24	94923	5
25	98010	5
25	95512	5
25	95047	5
31	95021	4
32	94923	4
35	233	5
35	94923	5
35	95055	5
35	90392	4
35	91047	5
35	94935	1
35	87679	5
35	1050	5
35	90730	1
35	90188	5
35	22328	5
35	94929	3
35	8270	4
41	94923	5
47	94923	2
52	719	5
55	16530	5
55	51426	5
57	95512	5
58	94923	1
58	92614	5
59	48505	5
59	20952	5
61	28882	5
61	94923	3
63	35431	4
66	1516	5
68	98162	5
68	94923	4
68	95017	5
69	95276	4
69	98162	4
69	95529	4
69	95036	4
69	95512	4
69	95380	3
72	94923	4
76	27498	4
76	94957	4
76	22678	4
76	11781	5
76	1079	4
76	77387	3
76	31228	4
76	38247	4
76	58926	5
76	70	5
76	26519	5
76	91356	4
76	62157	4
76	6949	5
76	37118	4
76	28882	5
76	756	5
76	923	4
76	18281	4
76	1659	5
76	17522	4
76	41489	4
76	90277	4
76	33557	4
76	997	4
76	5489	5
76	58065	4
76	19317	4
76	17664	4
76	84730	4
76	1728	4
76	51236	4
76	94928	4
76	4443	4
76	13586	5
76	84644	3
76	24715	4
76	4290	5
76	5388	4
76	51435	4
76	83366	4
76	1191	4
76	906	3
76	90730	5
76	11966	4
76	58036	4
76	38860	4
76	39407	4
76	5628	5
76	51019	3
76	196	3
76	5611	5
76	6950	4
76	4629	5
76	903	5
76	508	3
76	36557	5
76	11004	5
76	4856	5
76	81722	4
76	18011	5
76	16528	4
76	16214	4
76	31134	4
76	4987	5
76	686	4
76	536	4
76	4430	5
76	28216	4
76	807	4
76	82062	5
76	326	4
76	5093	4
76	773	4
76	92930	3
76	95372	4
76	33559	5
76	87664	4
76	123	5
76	32482	4
76	24539	5
76	455	4
76	51426	5
76	24400	4
76	8120	4
76	38315	4
76	95497	4
76	93491	3
76	635	4
76	42518	4
76	21401	4
76	301	4
76	798	2
76	5392	4
76	17291	4
76	120	4
76	24644	5
76	12455	4
76	155	3
76	606	5
76	92168	2
76	28325	4
76	1027	4
76	4110	4
76	52049	5
76	22645	4
76	82511	4
76	84647	4
81	87679	5
81	576	4
81	94923	5
83	95512	1
83	95057	3
85	94923	5
85	95512	4
85	95057	5
89	95057	1
91	94923	1
93	94923	5
95	94935	4
97	96937	3
107	94923	2
108	94923	5
109	47170	5
115	11826	5
119	92934	5
122	91465	3
122	97589	4
122	51408	4
122	95815	3
122	94923	4
122	95512	3
122	99368	5
124	798	4
126	94923	5
126	95017	5
126	95057	5
134	1009	5
134	37107	5
134	51428	5
134	94923	5
134	91462	5
134	92236	5
134	622	5
134	91464	5
134	28159	5
134	30965	5
134	82533	5
134	84669	5
134	984	5
136	96250	4
136	95047	4
136	95274	4
136	95057	3
146	1470	5
151	100300	5
155	42528	5
156	94923	5
156	95512	1
156	95017	5
156	95274	5
160	94923	5
161	9972	3
161	100942	5
161	94967	5
161	116	3
161	92614	5
161	94992	4
161	92932	5
161	95278	2
161	96932	4
161	92606	4
162	94923	5
164	95072	4
164	94019	4
169	94923	5
171	96250	4
171	95017	5
172	12453	5
172	78513	5
172	95512	5
172	51435	5
172	95047	5
172	90276	5
181	94923	5
186	95274	4
186	1659	5
186	97590	4
188	3324	5
189	34418	4
189	90397	4
189	153	4
189	171	4
189	91237	4
189	83375	4
189	790	5
189	23694	4
189	37561	5
189	71	5
189	90273	4
189	84666	5
189	86979	5
189	47069	5
189	93372	4
189	50517	5
189	93499	2
189	24272	4
189	41408	5
189	20795	5
189	23998	4
189	102447	4
189	43564	4
189	58137	4
189	19317	5
189	94923	5
189	92725	4
189	50572	5
189	104446	5
189	87663	5
189	2466	4
189	5695	5
189	92351	4
189	137	5
189	86975	4
189	51596	5
189	745	3
189	82532	5
189	93371	4
189	11694	4
189	84649	5
189	20776	5
189	96622	5
189	12005	5
189	11966	5
189	26337	5
189	93374	5
189	16802	4
189	17838	5
189	87436	4
189	1438	5
189	7050	4
189	94959	5
189	13276	5
189	38844	5
189	50518	5
189	51367	5
189	58040	4
189	826	5
189	24858	4
189	29065	4
189	33745	4
189	104928	5
189	51296	5
189	40263	4
189	91	5
189	40817	4
189	27111	4
189	306	5
189	38010	5
189	54042	4
189	95057	4
189	16901	5
189	33736	5
190	94923	5
195	94923	5
196	98010	1
196	94923	1
196	97590	5
196	95008	1
199	94923	4
204	98010	4
204	95274	5
205	95023	5
205	95017	5
209	94923	3
219	1003	5
219	28392	5
219	12926	5
221	95504	4
222	30965	4
222	33319	5
223	94923	2
224	92235	3
224	37054	5
224	95	5
231	94923	5
233	94923	3
234	94923	5
234	95057	4
236	94923	3
243	95057	5
247	94923	5
256	1050	5
256	94923	5
