1	1159	5
1	89420	4
1	1291	5
1	62	5
1	39184	4
1	97900	4
1	90388	3
1	52571	4
1	94949	4
1	87679	5
1	95045	5
1	1277	4
1	93369	3
1	87695	4
1	1213	4
2	233	5
2	101558	1
2	51428	5
2	94978	3
2	90388	5
2	91465	4
2	94949	4
2	1003	1
2	16292	1
2	92229	4
2	98164	1
2	93368	1
2	96246	1
2	95047	1
2	90396	5
2	82062	5
2	94986	1
3	92353	5
3	85808	5
3	90397	5
3	91230	4
3	24058	4
3	96937	5
3	92935	5
3	92229	5
3	183	5
3	51362	4
3	269	5
3	164	5
3	8459	5
3	173	5
3	85869	5
3	51413	5
3	46287	5
3	26835	5
3	95002	5
3	781	5
3	94281	5
3	69	5
3	58107	5
3	90809	3
3	62	5
3	805	5
3	84643	2
3	58090	4
3	84758	3
3	91843	5
3	886	5
3	46206	4
3	103874	4
3	782	5
3	5628	5
3	51282	5
3	57585	4
3	57648	4
3	94019	5
3	51567	3
3	87686	3
3	27070	5
3	51594	5
3	14215	4
3	92617	5
3	87679	5
3	917	4
3	81051	5
3	90191	5
3	91916	5
3	84665	5
3	84646	5
3	91047	5
3	51296	5
3	16676	5
3	91870	3
3	51922	3
3	85809	5
3	89417	5
3	31714	5
3	21568	5
3	243	5
3	96522	5
3	90275	4
3	94982	4
3	459	5
3	84663	4
3	120	3
3	83374	5
3	32043	4
3	15950	5
3	378	5
3	95000	5
4	92930	3
4	96922	3
4	95529	4
4	90392	4
4	94978	3
4	95009	4
4	90388	4
4	91465	3
4	95512	3
4	98162	4
4	96248	2
4	94982	3
4	96393	3
4	94952	4
4	95002	3
4	95045	4
4	96246	3
4	90396	5
5	94957	4
5	98162	5
5	98994	1
5	95009	4
5	97168	1
5	95045	5
5	95512	5
5	5095	1
5	9837	5
5	95047	5
5	96932	5
6	91136	5
6	30506	5
6	82919	5
6	92235	4
6	233	5
6	51412	5
6	39182	4
6	94978	5
6	30965	5
6	691	5
6	6950	5
6	84666	4
6	5598	5
6	6949	5
6	51594	4
6	756	5
6	87679	5
6	38379	5
6	463	5
6	775	5
6	39655	4
6	82062	5
6	265	5
6	90392	4
6	49448	5
6	91047	5
6	92914	5
6	51296	5
6	550	5
6	1003	3
6	5135	1
6	90275	3
6	37884	5
6	90195	5
6	301	5
6	487	5
6	242	4
6	969	5
6	95045	5
6	771	5
6	43563	5
6	95047	5
6	51584	5
6	47341	5
6	1006	5
7	11174	5
7	87664	5
7	41561	5
7	39234	5
7	90398	5
7	20176	5
7	51411	5
7	94980	5
7	90274	5
7	21737	5
7	3016	5
7	35138	5
7	34713	5
7	3827	4
7	58151	5
7	536	4
7	87702	5
7	26697	5
7	52049	5
8	93498	5
8	96922	5
8	101744	5
8	94992	5
8	96937	5
8	94949	5
8	84685	5
8	92935	2
8	93372	5
8	89421	4
8	94990	5
8	96393	5
8	94952	1
8	95057	5
8	91483	3
8	95045	5
8	96383	5
8	96932	5
8	94986	1
9	95072	5
9	93498	1
9	51428	5
9	94019	5
9	91465	4
9	102235	4
9	576	5
9	95045	4
9	84669	3
9	90396	5
9	82062	4
10	98162	5
10	96250	4
10	94944	1
10	95010	3
10	95017	3
10	97590	4
10	95057	5
10	98010	5
10	95036	5
10	95512	1
10	96394	5
10	97584	4
11	224	5
11	24367	5
11	95372	5
11	93502	4
11	95030	5
11	1079	5
11	90392	5
11	92914	4
11	16676	4
11	96258	4
11	91465	4
11	94942	5
11	95053	5
11	92707	5
11	71	3
11	93372	3
11	58077	4
11	85859	5
11	87679	5
11	95045	5
11	87702	4
11	89594	4
11	93209	4
11	38440	4
12	94939	5
12	100300	4
12	95063	4
12	91465	4
12	90388	5
12	94949	4
12	95948	1
12	93211	3
12	95004	4
12	94929	5
12	95047	5
13	100478	5
13	95947	5
13	87663	5
13	93370	5
13	90388	5
13	101744	5
13	96937	5
13	96934	4
13	95948	4
13	98164	3
13	96070	5
13	94939	5
13	98319	5
13	94997	5
13	58062	5
13	97742	4
13	89581	5
13	96067	4
13	91843	4
13	95002	5
13	958	5
13	95530	4
13	96932	4
13	94986	3
13	95000	5
14	100478	5
14	89420	5
14	98169	1
14	2006	5
14	45747	5
14	87663	5
14	51609	5
14	92907	5
14	98164	1
14	34132	5
14	71	5
14	97740	5
14	94980	5
14	98319	5
14	695	5
14	95039	5
14	921	5
14	37416	1
14	51024	5
14	95045	5
14	96932	5
14	94986	1
15	95525	4
15	98009	5
15	99507	5
15	102196	4
15	99435	4
15	94019	4
15	96937	3
15	97589	5
15	103670	3
15	17573	5
15	92229	3
15	94929	4
15	93211	3
15	94939	4
15	102568	4
15	95085	3
15	190	5
15	100299	4
15	96067	3
15	91483	3
15	100304	3
15	87679	5
15	95002	4
15	90396	4
15	100300	4
15	90392	4
15	97172	5
15	123	5
15	100305	3
15	101744	3
15	6155	5
15	90388	4
15	91465	3
15	94947	2
15	94949	4
15	96523	4
15	100314	3
15	95512	4
15	97312	4
15	99429	4
15	97740	4
15	96070	4
15	95072	4
15	95815	5
15	95497	3
15	16443	1
15	95045	4
15	95047	5
15	94993	4
15	96932	4
16	100300	5
16	90392	2
16	91047	5
16	93495	4
16	94019	3
16	90388	5
16	96937	4
16	94949	3
16	94929	4
16	93211	4
16	97740	5
16	96070	4
16	95072	5
16	98317	3
16	96522	4
16	96248	3
16	94952	1
16	96067	4
16	95054	4
16	94935	3
16	95045	5
16	90396	5
16	95004	5
16	95047	5
17	100300	4
17	100478	4
17	98655	5
17	95529	4
17	97172	4
17	90392	3
17	95017	5
17	91465	2
17	96937	4
17	97589	5
17	95276	4
17	93211	4
17	94929	4
17	99429	5
17	97740	4
17	98319	5
17	95010	3
17	95045	4
17	95047	4
18	90404	5
18	82534	5
18	95063	5
18	48362	5
18	123	5
18	90392	1
18	95017	1
18	51024	5
18	27408	5
18	51426	2
18	95047	3
18	97740	5
18	886	5
19	305	5
19	100300	3
19	95063	4
19	95012	5
19	91465	2
19	90388	5
19	96937	3
19	101744	5
19	95512	4
19	95948	2
19	93211	4
19	94929	1
19	96070	4
19	94939	5
19	95015	3
19	94982	5
19	95045	5
19	95047	5
19	95380	2
20	98677	5
20	5489	5
20	5179	5
20	51094	1
20	87663	5
20	51043	5
20	96246	3
20	89594	5
20	51406	5
20	419	5
20	71	4
21	914	5
21	43011	5
21	12362	5
21	13973	4
21	13418	5
21	45816	5
21	87686	5
21	95004	4
21	4450	5
21	89411	5
21	82099	5
21	12958	5
21	51414	5
22	84665	2
22	51428	5
22	95529	3
22	95017	5
22	92914	3
22	94019	2
22	44533	5
22	26519	5
22	520	2
22	51427	2
22	96070	2
22	96522	4
22	11233	5
22	636	2
22	51673	5
22	906	5
22	95045	5
22	58107	2
23	89420	4
23	96248	2
23	90392	4
23	93371	2
23	97590	4
23	82925	3
23	90388	4
23	94949	4
23	95045	4
23	87686	3
23	95036	4
23	97585	3
23	90396	4
23	94929	3
23	97584	3
24	95040	5
24	100300	2
24	92930	5
24	96245	1
24	90392	5
24	92464	5
24	95012	1
24	101744	4
24	93493	2
24	100093	1
24	97740	5
24	102929	1
24	95072	3
24	95815	5
24	96248	1
24	94997	3
24	95057	5
24	98993	4
24	96067	5
24	95505	3
24	95001	1
24	95045	5
24	104952	5
24	97585	4
25	23533	5
25	660	5
25	91047	5
25	24920	5
25	2515	5
25	95009	5
25	91465	3
25	90388	5
25	12384	5
25	5135	5
25	90398	5
25	7808	5
25	93211	4
25	31133	5
25	13417	5
25	62004	4
25	94982	5
25	51600	3
25	96393	2
25	14002	3
25	91843	4
25	87679	5
25	15271	5
25	95045	5
25	5685	5
25	14331	5
25	4129	5
25	82062	4
25	16041	5
26	94939	5
26	98319	5
26	98162	4
26	96248	4
26	96245	2
26	95057	1
26	970	5
26	95045	5
26	97585	5
26	95380	3
26	97740	5
27	92166	5
27	98011	3
27	27496	5
27	93370	5
27	91465	3
27	90963	4
27	96937	3
27	94949	5
27	92351	4
27	9348	4
27	98162	5
27	33641	5
27	77	5
27	335	5
27	95045	5
27	95047	5
27	4129	5
27	58169	5
28	102055	1
28	1291	5
28	104154	5
28	92705	1
28	91464	5
28	36002	5
28	95947	5
28	98993	5
28	90388	3
28	35191	5
28	95050	1
28	82	5
28	20176	5
28	27459	5
28	47694	4
28	31133	5
29	94939	5
29	95072	5
29	95815	5
29	95015	5
29	94982	5
29	95057	5
29	96067	4
29	98010	5
29	96937	4
29	90388	4
29	96246	5
29	95045	5
29	95047	5
29	97740	5
29	94986	1
30	85808	5
30	90397	4
30	84671	4
30	94978	5
30	94473	3
30	58103	5
30	790	5
30	219	5
30	94985	3
30	784	5
30	71	5
30	84666	5
30	269	5
30	93366	5
30	86979	5
30	47069	4
30	955	5
30	173	5
30	91037	5
30	94990	2
30	23998	3
30	91483	4
30	781	5
30	96220	4
30	36554	4
30	98323	5
30	62	5
30	93502	1
30	82538	4
30	1063	5
30	87663	5
30	83369	5
30	51609	5
30	51415	4
30	348	5
30	395	4
30	90664	2
30	137	4
30	51401	5
30	39573	5
30	51453	5
30	391	1
30	665	4
30	84649	5
30	34849	5
30	706	4
30	886	4
30	87438	5
30	23490	4
30	112	4
30	44473	4
30	782	5
30	35976	5
30	51282	5
30	51971	4
30	92666	5
30	39234	5
30	104045	5
30	51322	5
30	97439	5
30	93211	5
30	9367	5
30	37797	4
30	85807	5
30	51636	5
30	95055	4
30	51338	5
30	58062	5
30	28159	5
30	38844	5
30	58040	5
30	96899	5
30	87664	5
30	123	5
30	92464	5
30	517	5
30	1003	4
30	92226	5
30	51312	5
30	51411	5
30	57415	5
30	83139	4
30	51400	4
30	742	4
30	155	3
30	32043	4
30	104291	5
30	89410	5
30	378	5
30	94683	3
30	95000	5
30	84647	5
31	100300	4
31	100478	4
31	92930	2
31	95017	5
31	91464	5
31	97590	5
31	99435	5
31	94978	1
31	94019	5
31	96937	1
31	91465	5
31	95276	5
31	103670	2
31	93211	4
31	95023	2
31	94928	5
31	94939	2
31	98162	5
31	95010	5
31	95045	5
31	95047	1
31	96932	2
31	94986	1
32	94939	5
32	100300	4
32	95072	4
32	92930	3
32	90392	4
32	94978	3
32	90388	3
32	94019	3
32	94949	4
32	95045	5
32	94929	2
32	95047	5
32	96070	4
33	94939	5
33	19057	1
33	94978	4
33	96937	1
33	90388	3
33	94949	4
33	95045	5
33	93211	4
33	95047	5
33	51047	5
33	94986	1
34	233	5
34	1548	4
34	123	3
34	97172	4
34	90392	5
34	31254	5
34	50544	4
34	243	5
34	97312	4
34	97584	3
34	94939	1
34	98993	4
34	3	3
34	4	3
34	95045	4
34	1051	5
35	93609	3
35	11781	5
35	94957	2
35	27403	5
35	98009	5
35	55340	4
35	97590	4
35	92352	4
35	94019	5
35	77387	5
35	44762	1
35	92229	4
35	10327	5
35	3871	4
35	101596	1
35	99513	3
35	92701	4
35	95010	4
35	58077	5
35	22704	4
35	94952	4
35	13418	5
35	78311	5
35	24044	4
35	100478	3
35	92930	4
35	80897	5
35	95017	4
35	525	5
35	20716	4
35	51296	5
35	12384	5
35	1011	5
35	15770	5
35	13586	5
35	2664	5
35	11502	3
35	15933	5
35	66009	4
35	98162	3
35	4290	5
35	17143	4
35	92649	3
35	14694	5
35	95045	5
35	96932	4
35	93209	4
36	233	5
36	90392	5
36	91464	5
36	91463	5
36	92926	4
36	82856	1
36	90388	1
36	979	5
36	45149	1
36	92351	1
36	95504	1
36	20176	5
37	100300	5
37	95815	4
37	95067	5
37	96922	3
37	90392	4
37	94019	2
37	90388	4
37	91483	4
37	87679	3
37	95045	5
37	97312	5
37	94929	5
37	99429	5
37	96822	5
38	94939	5
38	98011	1
38	94019	5
38	96937	1
38	90388	5
38	95045	5
38	96934	5
38	95948	5
38	93211	5
38	94929	5
38	95047	5
39	98317	1
39	95529	5
39	94982	4
39	95017	5
39	95057	4
